"Available from: ""http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=1981&ed=31&em=12&ey=2010&dts=knmievaluation""",
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind,vpd
11,3,1981,20.44,10.42,84.25,1.50,16.66,0.00,4.20,0.2887
12,3,1981,17.66,10.90,88.73,1.24,12.90,0.30,3.36,0.1873
13,3,1981,16.86,10.14,70.54,1.70,16.34,0.00,3.25,0.4655
14,3,1981,16.26,7.64,73.90,1.33,14.57,0.00,4.31,0.3779
15,3,1981,17.03,5.79,67.64,1.55,18.87,0.00,2.86,0.4632
16,3,1981,18.59,6.36,63.56,1.53,17.78,0.00,2.64,0.5649
17,3,1981,20.08,6.51,66.38,1.57,21.19,0.00,2.95,0.5578
18,3,1981,16.44,5.85,73.36,1.24,20.02,0.09,1.93,0.3724
19,3,1981,15.48,8.87,78.95,0.57,6.08,0.59,3.30,0.3049
20,3,1981,16.30,10.23,82.52,0.89,11.46,0.41,2.73,0.271
21,3,1981,16.85,11.54,76.48,0.91,9.45,1.34,6.02,0.3857
22,3,1981,16.84,13.95,90.25,0.82,8.18,0.64,5.77,0.1712
23,3,1981,17.22,14.07,91.12,0.78,8.73,0.67,4.27,0.1585
24,3,1981,17.57,10.21,89.18,1.13,15.53,0.17,2.10,0.1761
25,3,1981,16.37,10.03,90.22,0.71,6.86,4.13,3.93,0.1512
26,3,1981,16.00,8.95,79.46,1.65,15.99,0.03,1.93,0.3042
27,3,1981,15.08,8.83,94.39,0.68,2.35,20.11,6.14,0.0799
28,3,1981,16.06,11.17,93.28,1.55,6.43,11.17,6.88,0.1059
29,3,1981,14.44,8.68,79.21,2.68,16.74,5.94,7.85,0.2878
30,3,1981,14.68,8.66,75.47,1.88,12.77,0.11,8.46,0.3425
31,3,1981,16.31,6.87,77.30,2.31,21.80,0.00,4.00,0.3232
1,4,1981,15.24,11.12,91.46,1.52,5.29,16.61,7.69,0.1305
2,4,1981,16.15,9.55,82.23,1.76,12.55,1.73,4.76,0.269
3,4,1981,15.66,8.39,83.09,1.82,16.63,0.02,2.37,0.2436
4,4,1981,16.40,10.09,78.94,2.41,21.53,0.06,1.45,0.3265
5,4,1981,16.41,9.79,82.86,1.50,13.85,0.00,1.76,0.2637
6,4,1981,16.93,9.55,87.92,1.46,13.94,0.31,2.25,0.1885
7,4,1981,18.02,10.67,88.20,1.73,16.65,0.10,1.88,0.1977
8,4,1981,21.99,10.97,79.09,2.10,16.11,0.20,2.72,0.4132
9,4,1981,25.25,14.42,88.86,1.62,9.98,16.31,4.58,0.2706
10,4,1981,17.94,13.90,90.78,1.60,9.50,2.97,6.19,0.168
11,4,1981,17.14,10.65,86.29,1.91,15.83,0.37,2.57,0.2219
12,4,1981,16.45,10.86,84.94,1.85,15.19,1.47,2.70,0.2388
13,4,1981,16.73,10.55,79.45,1.80,13.68,1.51,4.52,0.3266
14,4,1981,17.26,9.13,78.89,2.66,22.97,0.00,2.57,0.3302
15,4,1981,16.97,9.47,76.04,2.50,20.78,0.13,5.46,0.3737
16,4,1981,15.12,10.90,80.51,1.58,11.22,0.38,7.28,0.2946
17,4,1981,17.23,11.92,79.87,2.47,22.34,0.00,7.52,0.3383
18,4,1981,18.11,10.19,78.17,2.65,25.04,0.03,4.04,0.3626
19,4,1981,15.95,9.83,79.17,2.07,20.85,0.02,2.87,0.3152
20,4,1981,17.38,9.88,84.74,1.59,16.09,0.13,3.52,0.2444
21,4,1981,18.59,8.31,57.71,2.89,27.00,0.00,6.34,0.6846
22,4,1981,16.70,6.95,63.46,2.36,27.20,0.00,4.53,0.5298
23,4,1981,19.17,7.52,66.45,2.27,27.31,0.00,4.27,0.5467
24,4,1981,18.50,8.65,75.35,1.74,26.07,0.00,4.24,0.4007
25,4,1981,16.13,8.98,67.00,1.26,13.91,0.42,6.67,0.4917
26,4,1981,14.73,7.74,58.81,1.68,25.35,0.02,6.35,0.5622
27,4,1981,14.92,6.03,63.94,1.40,24.03,0.02,5.03,0.4748
28,4,1981,18.46,6.43,55.57,1.72,27.34,0.00,5.03,0.6859
29,4,1981,18.73,6.64,63.59,1.41,26.96,0.00,4.42,0.5713
30,4,1981,19.40,9.72,75.12,1.15,26.27,0.00,4.00,0.4302
1,5,1981,20.50,9.00,75.79,1.14,27.63,0.00,3.44,0.4309
2,5,1981,19.75,10.75,70.44,0.92,27.34,0.02,6.77,0.5311
3,5,1981,22.65,10.56,57.02,1.21,28.51,0.00,5.06,0.865
4,5,1981,20.61,9.74,67.41,0.83,28.28,0.00,6.64,0.5923
5,5,1981,28.45,10.15,61.52,1.10,28.39,0.00,5.06,0.9852
6,5,1981,26.98,12.53,67.81,0.84,22.12,0.44,4.56,0.8069
7,5,1981,17.31,12.92,79.69,1.52,11.83,5.05,6.63,0.352
8,5,1981,15.49,10.02,81.53,2.73,13.13,16.28,5.59,0.2761
9,5,1981,14.52,10.00,71.95,3.04,18.78,3.80,7.02,0.4041
10,5,1981,15.95,9.75,78.21,2.42,14.65,3.86,6.40,0.329
11,5,1981,16.55,9.03,75.34,2.97,25.75,1.58,3.24,0.374
12,5,1981,17.19,9.89,72.75,2.58,22.53,0.00,2.63,0.4333
13,5,1981,18.84,8.48,75.01,2.79,27.49,0.00,3.19,0.4103
14,5,1981,18.53,11.58,76.21,2.01,19.10,0.02,2.96,0.4161
15,5,1981,17.95,11.70,80.23,1.68,19.17,0.72,4.78,0.3393
16,5,1981,16.62,11.74,81.40,1.18,10.70,0.68,2.90,0.3041
17,5,1981,16.41,10.10,88.54,0.83,11.74,0.29,3.82,0.1778
18,5,1981,17.90,12.72,84.72,1.73,20.80,0.10,4.06,0.2691
19,5,1981,17.93,10.16,88.82,1.05,14.20,0.80,4.84,0.1843
20,5,1981,18.57,12.85,75.95,2.09,24.97,0.57,4.60,0.4356
21,5,1981,17.76,11.70,74.52,1.79,21.76,0.45,4.03,0.4342
22,5,1981,22.01,9.65,67.11,2.05,29.77,0.01,5.12,0.6323
23,5,1981,24.82,10.68,70.15,1.69,29.76,0.00,4.96,0.6595
24,5,1981,21.68,12.18,69.08,1.20,28.76,0.02,5.39,0.6203
25,5,1981,18.63,11.54,76.55,0.65,15.79,0.14,4.52,0.4113
26,5,1981,19.39,10.95,63.58,1.05,28.47,0.01,5.75,0.6482
27,5,1981,22.23,10.16,64.52,1.06,30.24,0.00,5.47,0.6958
28,5,1981,24.35,10.31,65.69,0.95,28.33,0.00,4.63,0.7378
29,5,1981,23.23,11.60,69.88,0.85,29.84,0.00,3.35,0.6347
30,5,1981,19.41,14.24,74.71,0.54,19.58,0.01,2.95,0.4904
31,5,1981,20.83,13.89,85.26,0.69,13.09,0.63,3.82,0.2984
1,6,1981,19.92,16.11,75.22,1.28,14.07,1.92,6.02,0.5152
2,6,1981,19.71,14.70,67.84,1.28,20.02,0.55,4.57,0.6383
3,6,1981,20.01,12.32,70.69,1.39,20.65,0.59,5.00,0.5528
4,6,1981,23.83,11.26,72.60,1.33,28.85,0.00,3.73,0.5876
5,6,1981,24.98,14.06,74.12,0.93,29.32,0.00,4.76,0.6171
6,6,1981,25.49,14.72,75.00,0.71,29.21,0.00,5.28,0.617
7,6,1981,23.27,13.20,77.20,0.62,29.06,0.02,3.83,0.4985
8,6,1981,23.33,18.17,82.78,0.61,16.25,0.39,3.70,0.4264
9,6,1981,23.38,14.71,67.92,0.76,26.71,0.04,6.27,0.7296
10,6,1981,27.79,13.61,62.82,0.74,30.61,0.00,6.66,0.9839
11,6,1981,33.18,14.80,56.59,0.77,30.21,0.00,6.14,1.4683
12,6,1981,35.83,17.44,53.29,0.79,30.04,0.00,2.61,1.84
13,6,1981,36.28,20.51,44.67,0.78,29.48,0.00,3.29,2.3366
14,6,1981,42.35,22.52,43.84,0.73,27.64,0.01,5.82,3.1112
15,6,1981,34.83,20.11,45.60,0.70,30.14,0.00,3.63,2.1554
16,6,1981,31.99,20.19,49.68,0.61,29.64,0.00,4.17,1.7909
17,6,1981,36.47,21.34,45.49,0.71,29.77,0.00,2.98,2.3536
18,6,1981,32.88,20.13,56.77,0.58,29.99,0.00,3.20,1.5895
19,6,1981,31.48,20.02,55.94,0.59,29.88,0.00,3.19,1.5328
20,6,1981,31.70,18.98,67.71,0.50,28.04,0.09,3.53,1.1091
21,6,1981,23.21,17.38,78.59,0.66,20.73,0.48,3.90,0.5171
22,6,1981,25.28,15.97,72.04,0.60,29.56,0.00,4.10,0.704
23,6,1981,23.86,16.91,70.09,0.43,22.92,0.02,4.33,0.7306
24,6,1981,28.61,17.16,61.51,0.54,29.16,0.00,5.33,1.1304
25,6,1981,29.37,16.36,57.70,0.47,30.45,0.00,8.61,1.259
26,6,1981,22.22,15.15,67.06,0.31,26.24,0.00,9.78,0.7249
27,6,1981,24.86,16.69,62.36,0.50,26.88,0.13,7.32,0.9488
28,6,1981,26.79,15.91,67.38,0.48,26.11,0.02,4.74,0.8692
29,6,1981,26.40,16.21,61.91,0.48,29.14,0.00,4.39,1.0064
30,6,1981,26.90,17.79,64.31,0.46,27.69,0.01,3.05,0.996
1,7,1981,23.73,18.20,85.73,0.91,10.12,4.27,3.13,0.3586
2,7,1981,21.11,16.36,81.02,2.23,14.98,3.09,4.58,0.4142
3,7,1981,23.10,15.73,67.64,2.43,26.39,0.02,5.61,0.7465
4,7,1981,25.65,15.81,72.41,1.60,29.30,0.01,6.14,0.702
5,7,1981,25.63,15.52,68.30,0.96,30.05,0.00,6.47,0.8007
6,7,1981,28.49,15.58,67.59,0.64,30.21,0.00,7.49,0.9171
7,7,1981,27.02,16.16,70.83,0.44,29.69,0.01,6.89,0.7885
8,7,1981,24.36,15.69,67.81,0.37,29.25,0.00,7.12,0.7776
9,7,1981,23.13,16.21,64.66,0.40,25.34,0.09,7.99,0.826
10,7,1981,29.50,15.37,55.55,0.49,30.12,0.00,8.25,1.3044
11,7,1981,36.17,16.39,41.71,0.61,30.30,0.01,6.56,2.291
12,7,1981,38.04,17.60,37.29,0.60,30.40,0.00,5.80,2.7128
13,7,1981,35.12,18.95,47.42,0.50,29.65,0.00,4.60,2.0639
14,7,1981,32.19,20.62,47.91,0.48,29.39,0.00,4.10,1.8845
15,7,1981,32.50,20.07,53.27,0.46,29.08,0.00,4.09,1.6914
16,7,1981,34.72,19.97,51.81,0.51,29.07,0.00,4.37,1.8963
17,7,1981,32.58,18.63,56.77,0.41,29.71,0.00,7.11,1.526
18,7,1981,33.56,16.57,42.63,0.45,29.59,0.00,7.89,2.0297
19,7,1981,37.06,20.96,25.93,0.55,29.78,0.00,6.07,3.2503
20,7,1981,36.19,19.13,43.73,0.49,29.14,0.00,4.84,2.3123
21,7,1981,32.61,18.84,52.73,0.43,29.25,0.00,4.23,1.6773
22,7,1981,27.57,17.11,63.33,0.30,29.35,0.00,9.52,1.0337
23,7,1981,26.67,16.56,58.95,0.32,29.86,0.00,8.89,1.1045
24,7,1981,32.06,15.81,49.93,0.41,29.80,0.00,8.40,1.6441
25,7,1981,33.07,16.03,44.19,0.43,29.55,0.00,6.61,1.9175
26,7,1981,32.51,17.31,47.08,0.41,27.91,0.00,4.92,1.8177
27,7,1981,37.48,19.54,47.04,0.48,28.30,0.00,3.89,2.3073
28,7,1981,38.06,18.87,45.14,0.49,28.56,0.00,2.53,2.4209
29,7,1981,35.28,19.89,45.80,0.41,25.27,0.20,3.27,2.1769
30,7,1981,27.56,17.76,65.10,1.02,18.90,1.34,3.83,0.9977
31,7,1981,23.42,17.88,75.69,0.77,16.32,0.34,5.02,0.5993
1,8,1981,24.53,18.60,77.10,0.74,17.39,0.50,5.51,0.5981
2,8,1981,25.89,17.33,69.39,0.61,26.01,0.01,6.13,0.814
3,8,1981,33.59,17.02,57.86,0.54,28.09,0.00,5.67,1.5042
4,8,1981,30.10,19.56,55.94,0.38,27.89,0.00,3.76,1.4414
5,8,1981,35.97,20.19,53.97,0.45,27.63,0.01,3.94,1.9096
6,8,1981,33.25,19.67,59.04,0.35,25.82,0.00,4.12,1.5139
7,8,1981,32.44,18.91,59.85,0.38,27.38,0.00,3.25,1.4172
8,8,1981,29.84,18.82,69.50,0.29,27.02,0.00,4.82,0.9725
9,8,1981,27.73,17.73,71.45,0.31,27.03,0.00,2.18,0.8208
10,8,1981,30.08,18.42,65.05,0.35,27.16,0.01,2.16,1.1152
11,8,1981,26.77,17.59,78.82,0.30,25.33,0.05,2.83,0.5855
12,8,1981,29.86,19.31,66.76,0.29,20.05,0.00,2.68,1.0719
13,8,1981,40.58,21.18,44.43,0.50,24.88,0.00,2.66,2.8122
14,8,1981,39.66,23.52,35.50,0.54,24.79,0.11,4.11,3.2708
15,8,1981,33.81,20.91,52.30,0.31,25.75,0.01,4.29,1.8452
16,8,1981,26.63,19.12,67.72,0.28,26.07,0.01,3.04,0.9204
17,8,1981,24.46,18.71,75.42,0.26,25.28,0.02,3.73,0.6422
18,8,1981,25.28,17.22,77.10,0.26,25.87,0.01,3.17,0.5938
19,8,1981,23.77,19.11,73.71,0.25,21.97,0.07,3.43,0.6777
20,8,1981,24.23,17.46,73.31,0.26,14.64,0.05,3.99,0.67
21,8,1981,24.15,16.93,73.70,0.34,23.60,0.54,2.97,0.6496
22,8,1981,22.91,18.06,81.90,0.46,14.63,0.14,4.35,0.4404
23,8,1981,23.89,18.78,82.46,0.69,14.59,0.66,3.06,0.45
24,8,1981,29.30,17.32,73.73,0.63,24.81,0.01,4.86,0.7951
25,8,1981,27.70,18.45,80.03,0.29,16.81,0.01,3.53,0.5829
26,8,1981,26.38,17.83,81.24,0.36,23.32,0.09,2.65,0.514
27,8,1981,29.91,17.11,71.80,0.39,24.20,0.06,4.30,0.8703
28,8,1981,27.98,17.32,69.56,0.26,24.44,0.00,6.32,0.8756
29,8,1981,26.21,17.27,71.51,0.22,22.14,0.00,5.53,0.7656
30,8,1981,23.87,16.91,71.06,0.22,20.66,0.00,4.55,0.7072
31,8,1981,22.74,16.43,73.08,0.17,12.93,0.02,3.92,0.6238
1,9,1981,24.88,15.65,70.42,0.25,22.49,0.00,4.68,0.7281
2,9,1981,28.78,16.48,65.79,0.28,23.66,0.00,6.33,0.9972
3,9,1981,34.28,16.49,56.19,0.37,23.95,0.00,3.83,1.5944
4,9,1981,26.99,17.05,73.67,0.23,23.35,0.00,2.71,0.725
5,9,1981,31.32,17.19,61.44,0.31,22.96,0.01,2.49,1.2602
6,9,1981,28.06,17.98,69.55,0.25,21.62,0.01,2.88,0.8914
7,9,1981,30.12,17.65,64.69,0.28,22.16,0.00,3.18,1.1107
8,9,1981,31.61,17.91,67.04,0.68,15.01,0.89,3.22,1.1047
9,9,1981,28.64,17.85,74.23,0.90,22.25,0.58,4.81,0.7689
10,9,1981,24.14,18.26,72.55,0.40,19.08,0.02,4.14,0.7009
11,9,1981,25.32,19.32,84.17,0.77,14.03,1.10,2.94,0.433
12,9,1981,25.04,18.91,78.23,0.53,16.28,0.02,2.36,0.5835
13,9,1981,29.39,16.71,60.96,0.51,21.36,0.00,3.15,1.1711
14,9,1981,29.47,16.48,64.64,0.33,21.55,0.00,2.28,1.0591
15,9,1981,32.15,16.29,59.93,0.31,21.30,0.00,2.32,1.3318
16,9,1981,33.16,21.07,53.04,0.30,20.34,0.00,2.77,1.7782
17,9,1981,32.43,18.67,58.62,0.27,20.88,0.00,3.47,1.4533
18,9,1981,30.33,18.50,66.70,0.22,18.01,0.00,4.63,1.0746
19,9,1981,31.00,17.87,68.78,0.24,20.50,0.00,4.04,1.0209
20,9,1981,23.67,18.20,81.70,0.16,12.97,0.17,4.00,0.4589
21,9,1981,20.57,14.51,86.88,1.44,5.41,17.64,3.51,0.2673
22,9,1981,20.93,14.51,71.31,2.49,15.32,0.04,4.77,0.5923
23,9,1981,23.14,14.64,73.94,2.46,19.75,0.00,5.63,0.5863
24,9,1981,21.98,15.02,76.38,2.00,19.81,0.05,4.54,0.5135
25,9,1981,21.50,18.28,86.63,1.21,6.04,3.82,7.22,0.3119
26,9,1981,20.10,15.14,72.57,2.85,13.38,7.15,6.92,0.5587
27,9,1981,19.88,14.79,75.64,1.89,10.38,0.84,4.06,0.4876
28,9,1981,21.28,14.06,79.25,1.80,16.41,0.00,1.48,0.429
29,9,1981,25.22,15.50,83.77,1.87,17.99,0.00,2.41,0.4034
30,9,1981,26.74,15.67,77.99,1.84,18.18,0.00,2.57,0.5823
1,10,1981,21.10,17.29,70.02,1.39,10.82,0.52,4.96,0.6709
2,10,1981,20.82,17.17,70.30,1.08,11.48,0.12,4.71,0.6561
3,10,1981,20.89,16.83,89.04,1.17,4.71,4.43,6.20,0.2404
4,10,1981,21.35,17.00,87.18,1.08,7.70,1.66,6.32,0.2871
5,10,1981,20.40,17.30,86.25,2.29,9.83,22.30,6.67,0.3006
6,10,1981,19.74,13.57,78.64,1.89,12.24,0.61,3.23,0.4118
7,10,1981,23.16,12.02,74.47,2.40,17.49,0.00,3.63,0.5414
8,10,1981,22.81,15.15,82.52,1.77,13.06,0.17,2.80,0.3932
9,10,1981,22.80,15.35,76.28,2.21,16.56,0.14,4.49,0.536
10,10,1981,24.17,14.56,78.86,1.90,17.02,0.01,4.40,0.4938
11,10,1981,23.39,15.00,82.47,1.58,16.97,0.00,5.34,0.4016
12,10,1981,24.34,16.07,84.38,1.43,15.92,0.00,5.42,0.3805
13,10,1981,26.32,16.09,80.71,1.51,16.31,0.00,5.44,0.5068
14,10,1981,24.76,14.59,79.59,1.34,16.46,0.02,4.50,0.4882
15,10,1981,22.54,12.40,78.20,1.15,16.45,0.00,3.20,0.4548
16,10,1981,18.36,12.66,91.10,0.57,6.69,0.88,2.77,0.1591
17,10,1981,20.92,15.93,89.40,1.00,8.12,6.32,5.85,0.2271
18,10,1981,20.57,14.31,88.73,1.41,8.87,3.53,3.01,0.2284
19,10,1981,24.64,12.79,82.12,1.75,15.22,0.00,3.18,0.4093
20,10,1981,26.83,13.79,77.13,1.91,15.14,0.00,2.95,0.584
21,10,1981,24.00,13.42,82.68,1.52,14.79,0.00,1.67,0.3917
22,10,1981,20.72,13.53,84.56,1.12,11.68,0.05,2.12,0.3084
23,10,1981,22.77,13.62,81.87,1.38,12.95,1.03,3.71,0.3925
24,10,1981,23.52,14.08,68.89,1.63,13.29,0.10,3.61,0.7009
25,10,1981,21.97,12.92,71.60,1.34,14.83,0.00,5.25,0.5863
26,10,1981,22.75,10.59,67.24,1.20,14.80,0.00,5.04,0.6625
27,10,1981,22.52,10.46,71.00,0.99,14.58,0.00,3.32,0.5793
28,10,1981,22.12,10.38,77.15,0.80,14.12,0.00,2.94,0.4482
29,10,1981,22.23,10.73,74.56,0.73,13.99,0.00,4.35,0.5051
30,10,1981,22.67,10.96,74.15,0.69,13.87,0.00,3.67,0.5252
31,10,1981,22.15,10.75,74.63,0.62,13.81,0.00,2.47,0.5022
1,11,1981,23.40,10.37,71.66,0.64,14.00,0.00,2.64,0.5862
2,11,1981,22.82,10.72,73.26,0.55,13.27,0.00,2.05,0.5438
3,11,1981,23.15,13.06,81.84,0.49,13.16,0.00,2.61,0.394
4,11,1981,25.11,11.63,64.58,0.60,12.86,0.00,3.54,0.8071
5,11,1981,23.60,10.96,72.76,0.45,13.17,0.00,2.27,0.5751
6,11,1981,22.45,10.61,77.29,0.42,13.21,0.00,2.30,0.4538
7,11,1981,22.63,10.39,69.81,0.46,13.38,0.00,2.48,0.6049
8,11,1981,22.08,10.17,73.52,0.42,12.58,0.00,1.65,0.5162
9,11,1981,18.87,12.98,87.52,0.29,4.13,1.00,3.96,0.2293
10,11,1981,23.60,13.27,71.09,0.78,8.23,0.36,3.67,0.6414
11,11,1981,23.26,11.77,65.14,0.67,11.39,0.00,3.62,0.7382
12,11,1981,23.69,11.30,57.20,0.65,11.52,0.00,3.68,0.9133
13,11,1981,22.46,13.88,61.33,0.50,9.19,0.00,2.58,0.8324
14,11,1981,20.70,11.37,79.14,0.25,8.15,0.00,2.06,0.395
15,11,1981,21.62,11.52,82.40,0.38,9.99,0.10,1.80,0.3469
16,11,1981,19.73,11.50,84.23,0.30,8.88,0.06,1.93,0.2883
17,11,1981,20.77,13.06,80.67,0.46,9.29,0.39,2.14,0.3823
18,11,1981,21.52,10.95,78.55,0.41,11.33,0.00,2.31,0.4157
19,11,1981,19.49,10.29,83.40,0.30,11.16,0.00,1.97,0.292
20,11,1981,22.45,10.74,78.55,0.35,10.69,0.01,2.73,0.4298
21,11,1981,23.07,11.66,72.32,0.34,9.60,0.00,2.55,0.5803
22,11,1981,20.99,11.58,69.39,0.30,6.94,0.00,2.63,0.5892
23,11,1981,22.68,13.66,69.51,0.43,8.56,0.32,2.54,0.6585
24,11,1981,23.16,12.16,67.59,0.42,10.50,0.01,2.94,0.6894
25,11,1981,23.79,11.02,65.90,0.36,10.52,0.00,3.20,0.7265
26,11,1981,22.45,10.92,66.07,0.31,10.81,0.00,3.50,0.6825
27,11,1981,20.65,8.52,76.25,0.22,10.78,0.01,1.98,0.421
28,11,1981,21.43,7.41,75.73,0.24,10.85,0.00,2.95,0.4349
29,11,1981,19.16,8.43,77.09,0.24,10.50,0.01,4.85,0.3808
30,11,1981,17.63,7.84,69.23,0.25,10.53,0.00,4.15,0.4735
1,12,1981,18.39,6.16,67.85,0.22,10.86,0.00,3.49,0.492
2,12,1981,18.21,6.76,71.22,0.27,10.29,0.02,3.97,0.4428
3,12,1981,17.25,6.94,60.61,0.23,10.34,0.00,5.45,0.5842
4,12,1981,15.85,6.47,66.26,0.21,10.39,0.00,4.29,0.4668
5,12,1981,16.27,5.59,74.12,0.20,10.34,0.00,1.81,0.357
6,12,1981,15.01,8.20,86.26,0.19,4.57,1.14,3.04,0.1919
7,12,1981,15.28,6.17,84.56,0.34,6.51,0.06,1.65,0.2071
8,12,1981,16.02,11.06,79.28,0.61,5.15,2.00,3.23,0.3252
