"Available from: ""http://www.isa.ulisboa.pt/proj/clipick/climaterequest_fast.php?ar=5&lat=38.7087&lon=-9.1849&mod=hisafe&fmt=csv&tspan=d&sd=01&sm=01&sy=2006&ed=31&em=12&ey=2100&dts=knmircp85""",
Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind,vpd
28,1,2006,16.21,5.08,84.19,0.93,12.27,0.01,2.71,0.215
29,1,2006,15.45,4.94,84.23,0.96,11.91,0.00,2.08,0.2069
30,1,2006,15.54,8.53,78.93,0.94,9.42,0.00,1.97,0.3032
31,1,2006,15.32,9.92,85.79,0.48,2.72,10.69,4.98,0.2105
1,2,2006,14.29,9.73,93.73,0.35,3.00,1.92,2.36,0.0889
2,2,2006,15.56,12.29,90.97,1.14,2.52,21.41,9.46,0.1444
3,2,2006,12.85,9.29,66.85,2.08,9.76,0.60,6.29,0.4399
4,2,2006,14.97,10.32,86.17,0.93,1.13,15.14,8.28,0.2044
5,2,2006,16.57,14.97,94.54,0.77,3.12,2.59,8.71,0.0979
6,2,2006,15.66,9.36,84.21,0.98,2.34,13.30,6.45,0.2333
7,2,2006,12.75,8.19,72.15,1.85,8.60,3.13,6.07,0.3565
8,2,2006,14.19,7.93,88.26,1.22,2.69,40.57,10.51,0.1577
9,2,2006,15.99,12.18,94.71,1.66,3.42,23.38,10.56,0.0856
10,2,2006,12.19,9.00,74.28,1.58,8.15,0.18,3.84,0.3303
11,2,2006,11.90,6.07,76.76,0.95,7.44,0.36,1.28,0.2711
12,2,2006,13.17,6.54,80.92,1.13,6.57,1.38,4.54,0.2371
13,2,2006,15.44,12.21,79.02,1.72,8.32,6.82,6.60,0.3332
14,2,2006,15.70,12.77,84.73,1.25,7.16,0.88,5.24,0.2488
15,2,2006,14.78,10.56,85.10,0.97,7.35,0.16,1.84,0.2202
16,2,2006,14.43,9.64,91.71,0.64,2.66,24.58,5.91,0.1178
17,2,2006,15.45,11.06,75.78,1.93,11.30,0.36,5.13,0.3722
18,2,2006,16.29,12.96,95.49,1.19,2.19,29.89,10.62,0.0755
19,2,2006,15.89,14.04,96.33,0.45,1.59,12.06,4.90,0.0625
20,2,2006,22.86,13.91,77.50,2.09,15.12,0.28,4.95,0.4922
21,2,2006,26.05,13.37,68.67,2.74,15.28,0.00,4.77,0.7685
22,2,2006,20.99,11.77,82.67,1.19,10.94,0.00,1.26,0.3351
23,2,2006,25.38,10.81,79.83,1.85,16.61,0.00,2.77,0.4575
24,2,2006,26.53,11.31,73.37,2.34,16.99,0.00,3.34,0.6402
25,2,2006,20.47,9.63,83.38,1.46,14.48,0.08,2.25,0.2996
26,2,2006,22.06,8.89,81.15,2.13,17.63,0.19,4.58,0.3575
27,2,2006,19.75,11.91,84.89,1.65,14.79,0.17,1.64,0.2793
28,2,2006,25.43,9.85,75.78,2.08,17.67,0.00,3.09,0.5408
1,3,2006,21.57,9.73,71.55,2.33,17.84,0.00,5.41,0.5379
2,3,2006,19.51,7.87,62.45,2.40,18.39,0.00,5.43,0.6255
3,3,2006,19.93,7.11,57.07,2.43,19.21,0.00,4.94,0.7164
4,3,2006,16.71,7.26,83.09,1.38,17.15,0.00,2.52,0.2471
5,3,2006,15.24,9.49,85.93,0.91,4.49,2.93,7.19,0.2053
6,3,2006,15.05,9.30,68.08,2.43,13.00,2.38,8.04,0.46
7,3,2006,12.40,9.00,66.49,1.71,9.73,0.07,4.58,0.4336
8,3,2006,15.06,10.84,90.89,1.13,4.21,7.44,8.57,0.1371
9,3,2006,13.74,11.54,81.86,1.32,6.58,0.55,4.94,0.266
10,3,2006,16.54,12.20,85.23,1.18,8.01,0.24,4.38,0.2439
11,3,2006,22.81,8.92,76.47,2.30,18.78,0.25,3.72,0.4611
12,3,2006,18.34,12.57,86.08,1.68,12.22,7.11,5.10,0.2481
13,3,2006,14.53,9.47,86.20,1.64,11.42,7.36,4.02,0.1959
14,3,2006,15.58,9.91,83.25,1.46,10.06,0.22,7.02,0.2505
15,3,2006,21.40,10.54,77.21,2.57,20.54,0.00,6.41,0.4355
16,3,2006,21.97,8.30,83.90,2.12,19.37,0.05,3.01,0.3006
17,3,2006,21.79,10.09,82.44,2.28,20.55,0.02,4.81,0.3376
18,3,2006,20.71,10.48,86.24,2.03,21.00,0.03,2.42,0.2553
19,3,2006,23.27,9.65,81.60,2.22,19.20,0.08,2.80,0.3731
20,3,2006,23.87,9.64,73.02,2.52,21.43,0.03,3.91,0.5611
21,3,2006,25.49,9.47,64.70,2.72,22.35,0.00,3.24,0.7848
22,3,2006,24.89,9.50,67.10,2.54,22.22,0.00,2.99,0.713
23,3,2006,22.80,7.66,77.74,2.13,22.32,0.02,3.71,0.4256
24,3,2006,18.04,8.95,76.67,1.78,22.60,0.00,4.72,0.3748
25,3,2006,19.17,7.99,75.17,1.76,21.24,0.00,4.44,0.4088
26,3,2006,19.66,8.82,78.13,1.78,22.93,0.00,3.41,0.3744
27,3,2006,15.71,9.30,80.29,1.21,11.50,1.62,4.26,0.2914
28,3,2006,14.76,7.37,60.68,1.84,18.39,0.00,4.99,0.5322
29,3,2006,15.70,6.23,71.72,1.37,17.06,0.00,3.46,0.3866
30,3,2006,17.41,7.72,80.13,1.21,15.30,0.05,3.62,0.3021
31,3,2006,15.70,8.72,73.43,1.19,11.74,0.87,4.76,0.3866
1,4,2006,14.63,8.36,64.38,1.52,15.55,0.13,4.81,0.4924
2,4,2006,16.13,12.46,82.43,1.56,7.95,6.05,6.47,0.2881
3,4,2006,16.70,11.95,80.65,1.56,13.77,0.55,4.94,0.3192
4,4,2006,16.87,11.97,82.33,1.57,12.94,0.53,5.10,0.2935
5,4,2006,17.62,12.59,88.69,1.31,8.88,9.91,5.90,0.1964
6,4,2006,12.70,10.38,84.57,1.32,3.98,4.20,6.75,0.2105
7,4,2006,12.92,7.88,75.93,2.32,16.92,4.41,3.90,0.3074
8,4,2006,13.62,7.75,77.06,1.93,14.36,1.63,3.49,0.2999
9,4,2006,13.10,6.72,78.20,1.60,15.33,0.28,1.89,0.2714
10,4,2006,15.60,5.57,73.29,2.45,22.57,0.00,4.53,0.3579
11,4,2006,13.64,8.73,73.70,1.74,14.63,0.36,3.78,0.3536
12,4,2006,13.86,8.86,75.49,2.50,17.66,5.70,5.76,0.3335
13,4,2006,13.84,6.67,79.72,1.55,12.65,2.39,4.17,0.2597
14,4,2006,16.75,8.65,86.29,2.23,15.92,5.98,5.80,0.2076
15,4,2006,18.17,10.40,81.96,2.09,15.83,1.54,4.02,0.3019
16,4,2006,16.53,9.14,73.21,2.98,26.00,0.00,7.26,0.4072
17,4,2006,15.01,8.03,81.34,1.77,15.10,0.39,5.98,0.2595
18,4,2006,14.66,13.18,93.55,0.82,2.17,7.34,6.92,0.1027
19,4,2006,15.76,11.96,91.29,1.07,3.70,2.34,8.50,0.1389
20,4,2006,16.11,12.08,88.04,0.83,4.01,2.15,5.14,0.1938
21,4,2006,15.67,10.96,89.39,1.31,4.52,11.13,6.68,0.1639
22,4,2006,13.65,6.39,66.17,2.93,22.53,0.00,3.61,0.4268
23,4,2006,14.17,6.37,64.45,2.76,21.35,0.06,3.03,0.4578
24,4,2006,15.72,11.28,81.23,2.26,15.19,4.03,5.52,0.2931
25,4,2006,16.81,8.14,78.54,2.81,25.30,0.00,2.04,0.3216
26,4,2006,19.52,9.13,86.41,2.09,18.20,0.02,2.92,0.2329
27,4,2006,25.48,10.06,75.72,3.39,26.90,0.02,3.59,0.5454
28,4,2006,27.11,11.97,72.91,3.56,27.39,0.00,3.94,0.6757
29,4,2006,23.46,13.36,78.09,3.01,27.30,0.00,6.51,0.4844
30,4,2006,28.45,14.53,62.68,3.64,27.09,0.01,5.05,1.0327
1,5,2006,27.68,15.39,53.08,3.42,27.68,0.00,5.64,1.2806
2,5,2006,24.97,12.97,50.00,2.73,26.62,0.00,4.30,1.1642
3,5,2006,21.93,12.10,60.29,1.69,19.58,0.01,5.33,0.803
4,5,2006,22.74,12.14,64.21,1.93,26.23,0.21,3.42,0.7482
5,5,2006,19.35,11.27,72.12,1.56,28.46,0.00,4.21,0.4994
6,5,2006,20.54,10.33,73.70,1.50,28.16,0.01,3.33,0.483
7,5,2006,17.72,13.90,76.25,1.00,7.64,4.10,5.65,0.4294
8,5,2006,17.72,14.73,74.08,1.54,11.36,0.44,6.14,0.48
9,5,2006,16.45,13.70,75.99,1.53,13.40,0.47,3.94,0.4128
10,5,2006,15.25,11.83,87.54,1.19,10.07,2.55,2.34,0.1944
11,5,2006,14.20,11.28,93.71,0.95,3.20,7.97,4.86,0.093
12,5,2006,17.60,10.52,85.59,2.75,19.72,7.23,3.96,0.2366
13,5,2006,15.76,10.06,75.98,2.71,18.48,1.53,6.75,0.3631
14,5,2006,18.21,10.10,62.14,3.60,24.54,0.00,8.92,0.6299
15,5,2006,18.06,7.90,58.12,3.32,29.87,0.00,6.63,0.6569
16,5,2006,18.32,10.30,71.82,2.49,29.34,0.00,6.00,0.4732
17,5,2006,18.62,10.57,80.19,1.56,16.02,0.43,3.69,0.3389
18,5,2006,16.33,9.80,70.13,1.78,18.23,0.71,4.93,0.4583
19,5,2006,17.03,9.43,62.90,1.82,20.63,0.01,4.98,0.5794
20,5,2006,21.00,8.40,63.69,2.13,29.85,0.00,5.19,0.6516
21,5,2006,20.24,9.01,72.38,1.48,29.14,0.00,5.95,0.4864
22,5,2006,22.49,10.24,63.34,1.55,29.79,0.00,6.86,0.728
23,5,2006,29.00,12.45,59.11,1.64,29.86,0.00,5.50,1.1143
24,5,2006,30.15,15.09,44.49,1.50,29.99,0.00,4.18,1.6639
25,5,2006,30.18,14.39,48.18,1.16,30.47,0.00,3.74,1.5356
26,5,2006,28.39,13.95,62.03,0.94,30.35,0.00,4.42,1.0366
27,5,2006,26.73,13.84,65.23,0.95,27.88,0.00,3.26,0.8851
28,5,2006,27.68,15.96,61.24,1.43,14.46,1.84,5.58,1.0705
29,5,2006,20.55,15.67,84.00,1.16,10.76,2.18,3.37,0.336
30,5,2006,20.49,14.31,79.51,1.81,21.90,0.33,2.46,0.414
31,5,2006,22.06,12.96,80.23,1.48,27.59,0.01,3.25,0.41
1,6,2006,27.53,13.21,64.24,1.50,29.77,0.00,3.61,0.9291
2,6,2006,25.15,14.00,64.38,0.87,31.56,0.00,6.26,0.854
3,6,2006,23.77,13.07,61.59,0.74,32.04,0.00,6.77,0.8542
4,6,2006,20.25,12.25,65.53,0.65,30.99,0.01,4.57,0.655
5,6,2006,19.74,12.41,77.38,0.57,13.38,1.64,4.90,0.4232
6,6,2006,19.52,13.07,65.45,1.33,21.12,0.00,3.44,0.652
7,6,2006,22.61,11.38,70.04,1.16,30.94,0.00,3.11,0.6127
8,6,2006,20.13,13.63,76.76,0.54,15.77,0.11,4.47,0.4552
9,6,2006,19.92,14.52,63.13,0.65,19.78,0.00,5.39,0.7337
10,6,2006,21.40,13.60,61.37,0.73,28.90,0.01,5.44,0.7931
11,6,2006,27.92,12.56,59.59,0.76,31.25,0.00,6.71,1.0542
12,6,2006,29.56,15.21,64.16,0.68,31.33,0.00,7.37,1.0511
13,6,2006,27.24,15.30,63.18,0.58,31.64,0.00,8.84,0.9857
14,6,2006,30.06,14.73,56.67,0.69,30.49,0.00,7.08,1.2855
15,6,2006,26.80,15.57,58.94,0.57,30.59,0.00,8.42,1.0866
16,6,2006,25.31,14.80,65.18,1.15,23.44,1.00,6.57,0.8549
17,6,2006,22.34,13.89,69.39,0.71,30.91,0.00,4.55,0.656
18,6,2006,19.08,15.45,74.35,0.48,22.73,0.16,4.63,0.5084
19,6,2006,22.40,15.07,66.80,0.59,30.06,0.00,6.41,0.7341
20,6,2006,19.06,13.86,58.57,0.46,21.55,0.00,5.23,0.7851
21,6,2006,19.74,14.24,73.78,0.46,12.65,0.59,7.65,0.5145
22,6,2006,18.82,15.15,72.81,2.44,16.23,6.81,4.77,0.5295
23,6,2006,19.09,14.23,66.17,2.08,19.65,0.00,5.38,0.6482
24,6,2006,19.58,12.72,66.22,1.62,20.27,0.14,5.09,0.6332
25,6,2006,24.71,11.59,58.61,1.63,31.96,0.00,8.25,0.9268
26,6,2006,29.62,13.56,52.60,1.16,31.84,0.00,6.75,1.3521
27,6,2006,29.34,16.52,43.01,0.76,31.13,0.00,5.30,1.6996
28,6,2006,32.20,16.13,49.83,0.65,31.10,0.00,5.05,1.6662
29,6,2006,35.32,16.89,38.10,0.69,31.68,0.00,4.11,2.3668
30,6,2006,33.45,17.25,42.64,0.65,31.78,0.00,3.98,2.0441
1,7,2006,30.12,18.06,50.83,0.54,30.53,0.00,3.92,1.5597
2,7,2006,26.54,17.34,70.36,0.48,29.84,0.03,3.24,0.8077
3,7,2006,27.06,15.88,65.38,0.46,30.23,0.00,5.13,0.9317
4,7,2006,22.37,14.65,61.22,0.35,28.07,0.00,7.38,0.8476
5,7,2006,23.53,14.17,58.41,0.40,31.36,0.00,8.94,0.9393
6,7,2006,28.84,14.61,48.51,0.53,31.55,0.00,7.88,1.4499
7,7,2006,31.98,16.63,43.37,0.56,31.09,0.00,6.51,1.8807
8,7,2006,34.71,18.23,40.67,0.60,30.78,0.00,4.72,2.2626
9,7,2006,34.90,20.38,34.42,0.58,30.62,0.00,5.35,2.6185
10,7,2006,28.37,20.87,50.04,0.41,25.78,0.00,3.98,1.5811
11,7,2006,25.85,16.25,64.99,0.36,28.04,0.00,6.69,0.9066
12,7,2006,21.49,15.54,55.19,0.34,26.85,0.00,7.01,0.9698
13,7,2006,23.27,13.70,56.59,0.40,30.06,0.00,5.41,0.9601
14,7,2006,26.35,13.24,61.50,0.42,30.94,0.00,5.90,0.9535
15,7,2006,25.31,15.57,69.57,0.36,26.50,0.00,5.47,0.7601
16,7,2006,26.63,15.21,58.67,0.41,30.59,0.01,8.49,1.0781
17,7,2006,34.10,16.16,50.03,0.53,30.59,0.00,7.65,1.7954
18,7,2006,37.84,20.55,32.21,0.60,30.51,0.00,6.83,3.0461
19,7,2006,30.76,18.47,53.69,0.44,28.81,0.00,5.54,1.5184
20,7,2006,25.03,15.92,63.58,0.31,30.56,0.00,9.14,0.9073
21,7,2006,22.58,15.28,61.89,0.31,29.67,0.00,7.65,0.8527
22,7,2006,23.69,15.43,70.78,0.29,25.91,0.01,6.31,0.684
23,7,2006,23.67,16.07,56.84,0.35,30.14,0.00,8.71,1.0254
24,7,2006,29.84,14.64,42.01,0.46,31.02,0.00,6.93,1.7022
25,7,2006,32.26,16.67,32.49,0.47,30.76,0.00,6.29,2.2692
26,7,2006,34.41,16.30,31.64,0.48,30.10,0.00,4.76,2.4935
27,7,2006,35.84,17.51,34.65,0.51,30.16,0.00,3.55,2.5782
28,7,2006,34.15,18.71,41.42,0.45,17.90,0.13,4.01,2.2031
29,7,2006,32.33,20.14,50.40,0.64,24.11,0.22,2.71,1.7863
30,7,2006,25.17,17.21,73.06,0.31,29.28,0.00,4.60,0.6955
31,7,2006,29.63,16.19,61.83,0.39,29.83,0.00,5.57,1.144
1,8,2006,25.93,15.98,68.42,0.32,29.32,0.02,5.46,0.8153
2,8,2006,23.99,16.91,68.99,0.29,26.36,0.00,6.36,0.7611
3,8,2006,27.91,15.88,69.17,0.35,28.54,0.00,5.36,0.8578
4,8,2006,31.17,15.55,65.10,0.41,28.49,0.00,4.34,1.0999
5,8,2006,30.82,16.78,61.58,0.37,28.14,0.02,5.66,1.2213
6,8,2006,29.24,17.09,66.75,0.31,28.48,0.00,7.45,0.9992
7,8,2006,28.83,16.79,68.79,0.32,28.38,0.00,6.59,0.9174
8,8,2006,30.81,15.67,66.45,0.38,28.27,0.00,3.81,1.0442
9,8,2006,30.18,15.60,66.90,0.36,28.39,0.00,2.19,1.0028
10,8,2006,24.80,15.60,80.64,0.30,26.74,0.06,2.40,0.4746
11,8,2006,24.61,16.00,77.49,0.31,27.27,0.02,2.82,0.553
12,8,2006,31.02,16.13,66.93,0.40,27.54,0.01,3.47,1.0469
13,8,2006,30.26,15.90,67.91,0.34,27.65,0.02,5.40,0.9809
14,8,2006,28.50,16.51,66.80,0.31,27.36,0.00,5.70,0.9578
15,8,2006,29.88,16.02,64.05,0.35,26.93,0.01,4.91,1.0847
16,8,2006,34.49,15.87,52.26,0.41,26.42,0.01,4.13,1.7352
17,8,2006,37.01,20.40,49.35,0.97,25.79,0.63,5.95,2.197
18,8,2006,22.88,19.59,82.51,0.26,15.30,0.20,4.93,0.4433
19,8,2006,26.14,16.49,73.95,0.42,22.56,0.09,5.77,0.6858
20,8,2006,26.90,16.15,63.96,0.31,26.52,0.00,7.94,0.9695
21,8,2006,33.68,15.76,45.50,0.41,26.51,0.00,6.68,1.9118
22,8,2006,34.79,19.44,31.79,0.41,25.82,0.00,5.89,2.6657
23,8,2006,33.86,17.82,48.36,0.34,26.06,0.00,5.73,1.8897
24,8,2006,28.60,16.52,59.79,0.26,25.68,0.00,9.46,1.1648
25,8,2006,34.60,17.44,50.28,0.36,25.74,0.00,7.38,1.8625
26,8,2006,32.53,17.70,51.33,0.34,25.32,0.00,4.23,1.6851
27,8,2006,29.92,19.40,54.67,0.32,24.62,0.00,2.84,1.4679
28,8,2006,29.53,17.99,65.57,0.30,23.20,0.00,2.71,1.0661
29,8,2006,24.09,17.17,74.06,0.21,23.96,0.02,5.98,0.6432
30,8,2006,24.21,15.97,65.05,0.24,24.24,0.00,6.62,0.8452
31,8,2006,23.29,15.81,69.04,0.21,24.97,0.00,7.47,0.7207
1,9,2006,24.08,15.53,63.36,0.24,24.55,0.00,8.97,0.8725
2,9,2006,22.74,14.91,58.68,0.23,24.66,0.00,8.92,0.9217
3,9,2006,24.55,14.44,63.65,0.24,24.19,0.00,7.57,0.8594
4,9,2006,24.91,16.41,73.37,0.21,21.40,0.00,7.10,0.6681
5,9,2006,24.40,16.10,72.03,0.23,21.04,0.02,6.83,0.6833
6,9,2006,25.40,15.67,70.11,0.23,23.22,0.02,7.00,0.7509
7,9,2006,31.83,15.31,56.90,0.35,23.31,0.00,5.06,1.3898
8,9,2006,30.60,16.42,55.93,0.30,22.81,0.00,3.35,1.3792
9,9,2006,30.80,17.90,63.66,0.31,21.99,0.02,2.53,1.1797
10,9,2006,30.15,18.33,62.24,0.31,20.79,0.21,2.75,1.2058
11,9,2006,30.17,19.43,65.35,0.55,17.86,0.40,4.72,1.1333
12,9,2006,28.03,17.37,70.36,0.40,21.83,0.00,6.18,0.8551
13,9,2006,26.38,16.70,70.89,0.27,22.02,0.00,6.85,0.7771
14,9,2006,29.27,15.95,63.53,0.31,21.55,0.00,2.79,1.0724
15,9,2006,29.23,18.66,48.37,0.30,20.76,0.02,4.27,1.6032
16,9,2006,27.53,17.95,51.41,0.26,19.20,0.00,2.94,1.3934
17,9,2006,27.98,17.05,43.85,0.27,21.01,0.01,3.84,1.6057
18,9,2006,30.64,17.94,44.65,0.26,19.30,0.00,6.08,1.7871
19,9,2006,27.81,16.43,62.59,0.23,19.13,0.00,4.34,1.0488
20,9,2006,26.95,16.70,73.43,1.80,17.05,4.49,2.52,0.7248
21,9,2006,22.58,17.96,89.80,1.93,11.88,10.42,4.41,0.2447
22,9,2006,23.86,17.43,90.52,2.50,12.60,20.31,4.95,0.2346
23,9,2006,21.26,16.79,88.34,1.86,7.98,11.13,4.58,0.2588
24,9,2006,20.67,16.46,77.85,2.32,15.58,0.28,2.27,0.4773
25,9,2006,20.98,15.12,85.83,1.50,10.56,0.57,2.04,0.2977
26,9,2006,21.44,14.06,88.30,1.95,17.39,0.06,1.75,0.2434
27,9,2006,22.03,15.13,79.68,2.06,14.53,0.09,3.73,0.4438
28,9,2006,22.93,13.64,77.10,2.24,19.72,0.00,4.85,0.4991
29,9,2006,22.81,13.12,79.32,1.95,19.29,0.00,4.42,0.4433
30,9,2006,23.98,12.16,85.70,1.67,18.03,0.02,1.35,0.3144
1,10,2006,24.70,13.87,78.48,1.91,18.90,0.03,1.84,0.5054
2,10,2006,26.16,14.44,78.31,1.86,18.57,0.00,1.81,0.5464
3,10,2006,27.97,14.76,77.03,1.69,19.12,0.00,1.93,0.6262
4,10,2006,21.21,15.69,89.12,0.63,5.12,1.50,4.16,0.234
5,10,2006,22.50,16.09,85.10,0.96,9.14,0.05,1.47,0.3393
6,10,2006,29.04,15.36,77.66,1.76,17.99,0.00,2.53,0.6434
7,10,2006,28.26,17.20,68.22,1.60,16.34,0.00,3.29,0.9216
8,10,2006,29.99,15.49,67.49,1.50,17.37,0.00,2.86,0.9754
9,10,2006,27.10,15.28,77.75,1.02,17.60,0.01,2.71,0.5921
10,10,2006,23.72,16.23,85.26,0.64,13.21,0.00,2.45,0.3522
11,10,2006,23.86,17.79,79.41,0.67,11.56,0.00,2.09,0.5143
12,10,2006,23.15,18.45,79.91,0.46,5.78,0.02,4.58,0.498
13,10,2006,21.02,12.59,85.35,1.80,12.13,55.34,4.64,0.2892
14,10,2006,18.50,12.56,78.64,1.29,7.09,0.06,2.84,0.3829
15,10,2006,18.89,12.04,80.01,1.38,10.45,0.01,2.33,0.3587
16,10,2006,21.58,10.42,83.94,1.70,15.61,0.01,2.14,0.3083
17,10,2006,19.40,13.03,86.31,0.92,4.59,1.88,3.62,0.2569
18,10,2006,20.41,16.34,94.40,1.00,5.45,9.88,3.49,0.1192
19,10,2006,21.41,16.53,91.37,1.05,7.57,1.09,1.34,0.1912
20,10,2006,20.15,14.60,91.79,0.95,8.41,0.11,1.27,0.1651
21,10,2006,20.90,15.04,91.24,1.22,10.31,0.10,1.59,0.1832
22,10,2006,20.55,15.60,89.95,1.04,6.82,0.11,2.54,0.2106
23,10,2006,19.40,13.55,79.40,1.79,7.63,1.53,5.48,0.392
24,10,2006,17.57,12.43,71.07,1.39,6.52,0.00,2.61,0.4993
25,10,2006,17.14,11.82,76.61,0.99,7.44,0.03,0.83,0.3907
26,10,2006,20.23,12.84,82.14,1.32,10.55,0.22,1.91,0.3442
27,10,2006,20.01,12.66,86.53,1.23,11.26,0.09,2.29,0.2562
28,10,2006,16.41,11.80,83.92,0.65,1.84,2.76,3.46,0.2614
29,10,2006,18.95,13.19,73.71,1.52,7.40,0.31,4.95,0.4873
30,10,2006,18.55,15.39,75.30,1.66,6.30,0.73,6.01,0.4798
31,10,2006,18.56,14.68,76.65,1.90,9.14,0.73,7.18,0.4446
1,11,2006,18.97,12.83,86.84,0.86,2.18,2.86,5.99,0.2418
2,11,2006,16.27,9.80,76.66,1.44,10.26,0.00,3.23,0.3573
3,11,2006,16.39,11.00,80.27,1.01,7.08,1.14,1.43,0.3134
4,11,2006,16.97,10.28,80.90,1.25,8.62,0.30,3.70,0.3042
5,11,2006,18.38,8.87,79.28,1.20,12.84,0.00,2.10,0.3369
6,11,2006,20.26,9.16,80.36,1.22,13.12,0.00,1.40,0.3473
7,11,2006,18.27,11.26,88.81,0.76,6.67,0.17,1.65,0.1922
8,11,2006,18.28,14.73,87.39,0.64,2.51,7.94,4.10,0.2381
9,11,2006,15.93,11.98,74.51,1.42,5.85,0.05,3.90,0.4092
10,11,2006,15.34,9.89,77.13,1.25,8.39,0.25,3.89,0.3387
11,11,2006,14.75,9.06,83.24,0.87,8.35,0.12,2.99,0.2372
12,11,2006,14.71,7.66,85.00,0.59,6.52,0.13,1.47,0.2041
13,11,2006,15.38,11.05,76.81,1.28,6.36,2.94,3.94,0.3553
14,11,2006,16.87,12.87,83.13,1.02,4.16,2.92,5.26,0.2874
15,11,2006,17.32,12.95,85.91,0.86,2.13,1.26,6.23,0.2445
16,11,2006,18.56,15.26,80.13,1.54,4.55,4.00,7.33,0.3847
17,11,2006,15.51,13.14,88.82,1.21,0.74,8.67,7.49,0.183
18,11,2006,15.58,12.62,80.75,1.59,6.02,13.56,4.92,0.311
19,11,2006,16.35,12.29,80.00,1.13,4.68,0.85,3.68,0.3289
20,11,2006,17.30,13.77,84.39,1.50,7.34,2.29,6.76,0.2771
21,11,2006,17.76,13.82,88.73,1.01,5.47,3.85,5.97,0.2036
22,11,2006,17.42,13.55,86.97,0.74,3.87,0.13,2.54,0.2308
23,11,2006,17.93,14.25,87.80,0.93,3.03,11.39,5.72,0.2245
24,11,2006,14.97,10.19,75.86,1.55,4.63,1.42,5.38,0.3556
25,11,2006,14.41,8.93,74.03,1.08,6.24,0.09,2.74,0.3615
26,11,2006,14.02,8.10,79.28,0.85,7.91,0.00,1.44,0.2777
27,11,2006,15.23,8.97,82.35,0.83,2.27,8.61,4.51,0.2539
28,11,2006,12.30,7.02,73.12,1.47,6.47,0.98,5.67,0.3271
29,11,2006,14.42,7.74,78.79,0.96,5.83,0.83,5.52,0.286
30,11,2006,12.45,5.77,72.83,1.27,10.09,0.00,3.72,0.3213
1,12,2006,12.15,5.49,85.85,0.69,5.39,4.26,2.36,0.1641
2,12,2006,12.30,3.84,75.26,1.23,10.86,0.01,4.54,0.2764
3,12,2006,11.15,3.28,81.11,0.62,7.15,0.00,2.19,0.1982
4,12,2006,11.06,2.01,78.36,0.93,10.54,0.00,3.23,0.219
5,12,2006,11.41,1.60,79.54,0.71,10.40,0.05,1.06,0.2081
6,12,2006,11.07,6.54,92.23,0.53,5.67,6.14,1.68,0.0889
7,12,2006,11.19,6.84,96.06,0.42,5.24,0.64,3.44,0.0457
8,12,2006,11.81,4.09,83.52,0.92,10.28,0.00,4.49,0.1816
